,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
0,충청남도 공주시 당간지주길 10,(반죽동),34,,A02,A0206,A02061000,2750143,38,20210928012011,,,,127.1219610659,36.4520687798,6,20231103165421,1,,가가책방,32549
1,서울특별시 종로구 평창30길 28,(평창동),1,0,A02,A0206,A02060500,129854,14,20071106103314,http://tong.visitkorea.or.kr/cms/resource/19/1570619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/1570619_image3_1.jpg,Type3,126.9751811398,37.6122099878,6,20231208115523,23,,가나아트센터,03004
2,전북특별자치도 익산시 가람1길 76 가람문학관,,37,,A02,A0206,A02060200,2994669,14,202401181743,http://tong.visitkorea.or.kr/cms/resource/62/2994662_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2994662_image3_1.jpg,Type3,127.0844949735,36.0353602265,6,20240118174312,9,,가람문학관,54520
3,서울특별시 종로구 인사동10길 11,,1,0,A02,A0206,A02060500,129898,14,20071106103446,http://tong.visitkorea.or.kr/cms/resource/14/1394214_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1394214_image3_1.jpg,Type3,126.9856034879,37.5742756967,6,20231207123046,23,,가람화랑,03146
4,경기도 과천시 새빛로 24,(문원동),31,0,A02,A0206,A02060500,2714751,14,20210428192402,,,,126.9992259352,37.4240072795,6,20230613151855,3,,가원미술관,13826
5,경기도 가평군 청평면 북한강로 1549,,31,0,A02,A0206,A02060500,130611,14,20050628090000,,,,127.3794096039,37.6604061569,6,20240129111333,1,,가일미술관,12458
6,경상북도 안동시 노동길 16,,35,,A02,A0206,A02060900,2997700,14,20230814162140,,,,128.5220131517,36.5739941223,6,20230828180753,11,,가일서가,36760
7,인천광역시 연수구 청량로102번길 40-9,,2,0,A02,A0206,A02060100,130105,14,20060724090000,,,,126.6576044255,37.4182241030,6,20231113105428,8,032-833-4747,가천박물관,21942
8,서울특별시 종로구 창경궁로 296-12,(혜화동),1,0,A02,A0206,A02060900,130233,14,20071106104803,http://tong.visitkorea.or.kr/cms/resource/38/1894738_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1894738_image3_1.jpg,Type3,127.0043347827,37.5859580079,6,20231206115022,23,,가톨릭대학교 성신교정도서관,03083
9,경기도 가평군 가평읍 문화로 131,,31,0,A02,A0206,A02060600,130220,14,20060608090000,http://tong.visitkorea.or.kr/cms/resource/34/1589034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1589034_image3_1.jpg,Type3,127.5085264086,37.8242478130,6,20231024110714,1,,가평문화예술회관,12416
10,경기도 가평군 가평읍 문화로 131,,31,0,A02,A0206,A02060700,129877,14,20071106103359,http://tong.visitkorea.or.kr/cms/resource/64/1785864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1785864_image3_1.jpg,Type3,127.5085264086,37.8242478130,6,20231024151941,1,,가평문화원,12416
11,경기도 가평군 가평읍 석봉로 100,,31,0,A02,A0206,A02060600,2772315,14,20211110224443,http://tong.visitkorea.or.kr/cms/resource/12/2772412_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2772412_image2_1.jpg,Type3,127.5129954137,37.8253449903,6,20231213161231,1,,가평뮤직빌리지,12416
12,경기도 가평군 북면 석장모루길 13,,31,0,A02,A0206,A02060100,130915,14,20070710090000,http://tong.visitkorea.or.kr/cms/resource/50/1090950_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1090950_image3_1.jpg,Type3,127.5480323037,37.8792143684,6,20231023145744,1,,가평현암농경유물박물관,12407
13,서울특별시 종로구 북촌로 52,(가회동),1,0,A02,A0206,A02060100,130446,14,20071106105801,http://tong.visitkorea.or.kr/cms/resource/75/2550575_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2550575_image2_1.jpg,Type3,126.9852144301,37.5814804075,6,20230413220841,23,,가회민화박물관,03056
14,서울특별시 중구 을지로 281,"(을지로7가), DDP 배움터 2층 디자인박물관",1,0,A02,A0206,A02060500,130511,14,20040528090000,http://tong.visitkorea.or.kr/cms/resource/18/2384418_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2384418_image2_1.jpg,Type3,127.0103125191,37.5681962916,6,20230927093628,24,,간송미술관(서울 보화각),04566
15,제주특별자치도 서귀포시 효돈순환로 441,(신효동),39,0,A02,A0206,A02060100,590415,14,20080719013858,,,,126.6080904173,33.2711819574,6,20240325160256,3,,감귤박물관,63605
16,부산광역시 남구 우암로 84-1,,6,,A02,A0206,A02060300,3008288,14,20230906154355,http://tong.visitkorea.or.kr/cms/resource/61/3008261_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/3008261_image3_1.JPG,Type3,129.0813547668,35.1184857691,6,20230906154613,4,,감만창의문화촌,48543
17,충청북도 음성군 음성읍 생음대로 594,,33,0,A02,A0206,A02060200,987769,14,20100327024419,http://tong.visitkorea.or.kr/cms/resource/34/1075534_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1075534_image3_1.jpg,Type3,127.6470390172,36.9506931176,6,20231209174357,6,,감우재전승기념관,27685
18,전라남도 해남군 문내면 관광레저로 12,,38,0,A02,A0206,A02061100,1623934,14,20120507225428,,,,126.3108529592,34.5732988681,6,20231210150456,23,,강강술래 전수관,59004
19,서울특별시 강남구 논현로131길 40 (논현동),,1,0,A02,A0206,A02060700,130373,14,20071106105448,http://tong.visitkorea.or.kr/cms/resource/87/1807787_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1807787_image3_1.jpg,Type3,127.0271208603,37.5139001229,6,20231226143725,1,,강남문화원,06045
20,서울특별시 강동구 상암로 168,(천호동),1,0,A02,A0206,A02060700,130376,14,20071106105454,http://tong.visitkorea.or.kr/cms/resource/92/1865292_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1865292_image3_1.jpg,Type3,127.1412123500,37.5457151498,6,20231204170040,2,,강동문화원,05314
21,서울특별시 강동구 동남로 870,,1,0,A02,A0206,A02060600,1750737,14,20121113010214,http://tong.visitkorea.or.kr/cms/resource/74/2030474_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2030474_image3_1.jpg,Type3,127.1573440585,37.5512009153,6,20230328135047,2,,강동아트센터,05278
22,강원특별자치도 강릉시 노암동,노암동길 37-1,32,,A02,A0206,A02060900,3022375,14,20231023140536,http://tong.visitkorea.or.kr/cms/resource/91/3022291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3022291_image3_1.jpg,Type3,128.8998721711,37.7460638413,6,20231023142614,1,033-640-9941,강릉교육문화관,25586
23,강원특별자치도 강릉시 단오장길 1,(노암동),32,0,A02,A0206,A02061100,1722228,14,20120920183109,,,,128.8950253200,37.7481857234,6,20230701105423,1,,강릉단오제전수교육관,25586
24,강원특별자치도 강릉시 하슬라로 96,(교동),32,0,A02,A0206,A02060700,129942,14,20071106103624,http://tong.visitkorea.or.kr/cms/resource/08/3069208_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3069208_image3_1.jpg,Type3,128.8738046819,37.7587674189,6,20231214163044,1,,강릉문화원,25517
