,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
0,경기도 포천시 가산면 우금길 13-32,,31,,A03,A0303,A03030500,2752670,28,20211005184038,http://tong.visitkorea.or.kr/cms/resource/15/2752815_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2752815_image2_1.jpg,Type3,127.2126505779,37.8255311253,6,20230228151917,29,,가산낚시터 (구 우금저수지),11166
1,경기도 가평군 설악면 유명로 2570,(설악면),31,,A03,A0303,A03030100,1199416,28,20110209212756,,,,127.4279811870,37.7215721604,6,20230628093322,1,010-9079-9818,가평 레이크리조트,12459
2,경기도 가평군 가평읍 금대리,85-5,31,,A03,A0303,A03030700,3083187,28,20231006151017,http://tong.visitkorea.or.kr/cms/resource/82/3083182_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3083182_image3_1.jpg,Type3,127.5360176782,37.7523539034,6,20240119113616,1,,가평빠지 클럽비발디 수상레저,12428
3,경기도 이천시 마장면 덕이로154번길 273,,31,,A03,A0303,A03030500,2767699,28,20211103222705,http://tong.visitkorea.or.kr/cms/resource/18/2767818_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2767818_image2_1.jpg,Type3,127.3848961672,37.2392967296,6,20230131132519,26,,각평낚시터,17385
4,경상남도 통영시 욕지면 갈도길,(욕지면),36,,A03,A0303,A03030600,131091,28,20030528090000,http://tong.visitkorea.or.kr/cms/resource/83/822483_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/822483_image3_1.jpg,Type3,128.1855223235,34.5654564250,6,20230314102729,17,055-650-4553,갈도,53100
5,인천광역시 동구 보세로 6-1,,2,,A03,A0303,A03030600,131845,28,20060412090000,,,,126.6229917663,37.4876876432,6,20240116095458,5,032-765-4191,갈매기배낚시,22501
6,경기도 파주시 적성면 감골길 48,,31,,A03,A0303,A03030500,2756569,28,20211013224805,http://tong.visitkorea.or.kr/cms/resource/01/2759101_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2759101_image2_1.jpg,Type3,126.9521080099,37.9122107370,6,20231024092821,27,,감악산낚시터 레저타운,10805
7,경상북도 경주시 감포읍 감포항구길,(감포읍),35,,A03,A0303,A03030600,131083,28,20020709090000,,,,129.5060068276,35.8052138295,6,20240201182348,2,,감포방파제,38125
8,경상북도 봉화군 명호면 명재로 16,,35,,A03,A0303,A03030800,131968,28,20070601090000,http://tong.visitkorea.or.kr/cms/resource/24/1981524_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1981524_image3_1.jpg,Type3,128.8899475340,36.8444812610,6,20230324093851,8,054-674-0567 / 010-9895-0567,강나루래프팅,36254
9,강원특별자치도 영월군 영월읍 동강로 878,,32,,A03,A0303,A03030800,131970,28,20070601090000,http://tong.visitkorea.or.kr/cms/resource/56/1822156_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/1822156_image3_1.jpg,Type3,128.5133779016,37.2366374137,6,20230901142523,8,033-375-6926,강사랑래프팅,26222
10,경기도 여주시 강천면 적금리 163-1,,31,,A03,A0303,A03030100,2781742,28,20211126211443,http://tong.visitkorea.or.kr/cms/resource/55/2781855_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2781855_image2_1.jpg,Type3,127.6888682169,37.2559503494,6,20230829170323,20,,강천섬수상레저,
11,인천광역시 강화군 내가면 황청포구로443번길 82,,2,,A03,A0303,A03030500,1516091,28,20111229000458,http://tong.visitkorea.or.kr/cms/resource/76/3042376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3042376_image3_1.jpg,Type3,126.3647035503,37.7141928345,6,20231117095129,1,,강화도 황청낚시터,23017
12,제주특별자치도 서귀포시 대정읍 가파로,(대정읍),39,,A03,A0303,A03030600,131542,28,20020703090000,,,,126.2741882040,33.1738429901,6,20230217171722,3,,갬주리코지(볼락코지),63514
13,전라남도 고흥군 금산면 신촌내동길 18-132,,38,,A03,A0303,A03030600,2752162,28,20211001012126,http://tong.visitkorea.or.kr/cms/resource/92/2752192_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/92/2752192_image2_1.jpeg,Type3,127.1045912779,34.4694652638,6,20231006135936,2,,거금해양낚시공원,59564
14,강원특별자치도 춘천시 동내면 거두길 282-8,,32,,A03,A0303,A03030500,2702318,28,20211230002808,,,,127.7888942589,37.8605293558,6,20230701134801,13,,거두리낚시터,24399
15,강원특별자치도 고성군 거진읍 거진항1길 62-3,(거진읍),32,,A03,A0303,A03030600,131270,28,20020709090000,http://tong.visitkorea.or.kr/cms/resource/18/1813218_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1813218_image3_1.jpg,Type3,128.4616650733,38.4457045513,6,20230701132218,2,033-682-2782,거진방파제,24713
16,경기도 안성시 대덕면 배꽃길 16,,31,,A03,A0303,A03030500,2753942,28,20211006225954,http://tong.visitkorea.or.kr/cms/resource/73/2763873_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/73/2763873_image2_1.png,Type3,127.2407290867,37.0258937793,6,20231026212920,16,,거청낚시터,17543
17,강원특별자치도 원주시 문막읍 건등리 137-2,,32,,A03,A0303,A03030500,2702326,28,20211230004309,,,,127.8368698966,37.3122715705,6,20230701132810,9,,건등낚시터,
18,인천광역시 서구 오류동 1460,(오류동),2,,A03,A0303,A03030500,2768226,28,20211104232156,,,,126.5926277920,37.5904168234,6,20231013171750,7,,검단수로,22665
19,강원특별자치도 강릉시 주문진읍 주문리,265-25,32,,A03,A0303,A03030600,2833823,28,20220808143310,http://tong.visitkorea.or.kr/cms/resource/84/2833784_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2833784_image3_1.jpg,Type3,128.8319264685,37.8947536355,6,20230701131238,1,,경민호,25411
20,경상북도 문경시 동로면 인곡리,(동로면),35,,A03,A0303,A03030500,131064,28,20020704090000,,,,128.3093423518,36.7005895692,6,20231206145657,7,054-552-2517,경천호,36904
21,경상남도 산청군 금서면 친환경로 2619-2,,36,,A03,A0303,A03030800,131853,28,20060607090000,http://tong.visitkorea.or.kr/cms/resource/23/1611423_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1611423_image3_1.jpg,Type3,127.8721886317,35.4186162726,6,20230418111837,9,055-972-2002,경호강래프팅,52215
22,충청남도 공주시 계룡면 하대리,(계룡면),34,,A03,A0303,A03030500,131052,28,20020702090000,http://tong.visitkorea.or.kr/cms/resource/67/1902767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/1902767_image3_1.jpg,Type3,127.1555886047,36.3489145235,6,20230228143554,1,041-840-8850,계룡저수지,32615
23,경기도 시흥시 계수동,,31,,A03,A0303,A03030500,3075826,28,20231109113206,,,,126.8048317492,37.4514784023,6,20231227152354,14,,계수낚시터,14924
24,경기도 평택시 팽성읍 계양로 630-12,,31,,A03,A0303,A03030500,2753864,28,20211006221618,http://tong.visitkorea.or.kr/cms/resource/81/2784381_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2784381_image2_1.jpg,Type3,126.9908375187,36.9347415123,6,20230208140909,28,,계양낚시터,17979
25,전북특별자치도 군산시 옥도면 대장도리,,37,,A03,A0303,A03030600,131279,28,20020704090000,,,,126.4712109761,35.8168440944,6,20240118105052,2,,고군산군도,54000
26,경기도 이천시 진상미로2192번길 217,(고담동),31,,A03,A0303,A03030500,2773302,28,20211111185717,http://tong.visitkorea.or.kr/cms/resource/66/2773366_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2773366_image2_1.jpg,Type3,127.4616864708,37.2383343456,6,20231016143806,26,,고담낚시터,17399
27,서울특별시 강동구 구천면로93길 12,(상일동),1,,A03,A0303,A03030700,130999,28,20020808090000,http://tong.visitkorea.or.kr/cms/resource/78/1868278_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1868278_image3_1.jpg,Type3,127.1687430229,37.5511511271,6,20231204165227,2,,고덕사회체육센터(실내수영장),05275
28,충청남도 서산시 고북면 신송리,,34,,A03,A0303,A03030500,131051,28,20020702090000,http://tong.visitkorea.or.kr/cms/resource/31/1963231_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1963231_image3_1.jpg,Type3,126.5342809476,36.6481387950,6,20230228141757,7,041-664-2256,고북신송지,32028
29,강원특별자치도 원주시 호저면 호저로 1140,,32,,A03,A0303,A03030500,131376,28,20020626090000,,,,127.9175830999,37.4668440870,6,20231106120109,9,033-731-4151,고산낚시터,26302
30,경기도 화성시 양감면 서해로51번길 24-12,,31,,A03,A0303,A03030500,2747240,28,20210918002345,http://tong.visitkorea.or.kr/cms/resource/22/2747322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2747322_image2_1.jpg,Type3,126.9127353577,37.0682441591,6,20231229101750,31,,고잔낚시터,18635
31,경기도 양평군 지평면 고재길 108,,31,,A03,A0303,A03030500,2757537,28,20211015182232,http://tong.visitkorea.or.kr/cms/resource/21/2757721_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2757721_image2_1.jpg,Type3,127.6062568566,37.4275039931,6,20231218144201,19,,고재낚시글램핑장,12544
32,경기도 용인시 처인구 원삼면 이원로913번길 19-21,,31,,A03,A0303,A03030500,131342,28,20021129090000,http://tong.visitkorea.or.kr/cms/resource/89/3058089_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3058089_image3_1.jpg,Type3,127.2831354635,37.1573432520,6,20231205103127,23,,고초골낚시터,17169
33,충청남도 서산시 운산면 봉운로,(운산면),34,,A03,A0303,A03030500,131856,28,20060725090000,http://tong.visitkorea.or.kr/cms/resource/53/188453_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/188453_image3_1.jpg,Type3,126.6039709706,36.7860546622,6,20231116100433,7,,고풍저수지,31950
34,전라남도 고흥군 도양읍 목넘가는길,(도양읍),38,,A03,A0303,A03030600,131096,28,20020709090000,http://tong.visitkorea.or.kr/cms/resource/48/2785348_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2785348_image3_1.jpg,Type3,127.1298654870,34.5248650445,6,20230502110222,2,061-830-6483,고흥권,59557
35,서울특별시 서초구 올림픽대로 2085-14,,1,,A03,A0303,A03030300,2647687,28,20200213184348,http://tong.visitkorea.or.kr/cms/resource/00/2647700_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2647700_image2_1.jpg,Type3,126.9959959554,37.5125052818,,20230721145525,15,,골든블루마리나,06500
36,경기도 시흥시 과림저수지길 79,(과림동),31,,A03,A0303,A03030500,2751256,28,20210929200112,http://tong.visitkorea.or.kr/cms/resource/90/2762590_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2762590_image2_1.jpg,Type3,126.8272852120,37.4531702715,6,20231107095500,14,,과림낚시터,14926
37,경기도 화성시 향남읍 발안로 341,,31,,A03,A0303,A03030500,2747226,28,20210918001508,http://tong.visitkorea.or.kr/cms/resource/06/2747306_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2747306_image2_1.jpg,Type3,126.9448028855,37.1330261269,6,20230925104431,31,,관리낚시터,18589
38,전라남도 장흥군 관산읍 수동길,,38,,A03,A0303,A03030500,131799,28,20040624090000,,,,126.9358690770,34.5053945362,6,20230210113845,20,061-860-0602,관흥지민물낚시(수동 제1저수지),59353
39,경기도 광명시 철산동,606-3,31,,A03,A0303,A03030700,3011251,28,20230915115517,http://tong.visitkorea.or.kr/cms/resource/41/3000641_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3000641_image3_1.jpg,Type3,126.8697135392,37.4938524126,6,20231104130445,4,,광명안양천물놀이장,14222
40,광주광역시 서구 금화로 278,(풍암동),5,,A03,A0303,A03030700,1622267,28,20120504191257,http://tong.visitkorea.or.kr/cms/resource/14/1587814_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1587814_image3_1.jpg,Type3,126.8791807340,35.1366531569,6,20230321105925,5,062-380-6800,광주실내수영장,62048
41,경기도 파주시 광탄면 부흥로 194-42,,31,,A03,A0303,A03030500,2746703,28,20210917022149,http://tong.visitkorea.or.kr/cms/resource/33/2746633_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2746633_image2_1.jpg,Type3,126.8679689061,37.8006777860,6,20230914164535,27,,광탄낚시레저타운,10831
42,경기도 김포시 양촌읍 김포한강8로 100-59,,31,,A03,A0303,A03030500,2768048,28,20211104181933,http://tong.visitkorea.or.kr/cms/resource/87/2772587_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2772587_image2_1.jpg,Type3,126.6394835144,37.6299852669,6,20230227105855,8,,구래낚시터,10069
43,전라남도 구례군 구만제로 677 우리밀가든,,38,,A03,A0303,A03030100,3006513,28,20230825144414,,,,127.4248510003,35.2849068614,6,20230905190614,5,,구례 호수공원 수상레저타운,57603
44,경상북도 구미시 수출대로 326-20,(임수동),35,,A03,A0303,A03030200,2501042,28,20170725181853,,,,128.3992538584,36.1100113712,6,20230921104534,4,,구미시 낙동강 수상레포츠 체험센터,39392
45,경상남도 통영시 한산면 매죽리,(한산면),36,,A03,A0303,A03030600,131629,28,20020710090000,,,,128.5493792431,34.5796057333,6,20230912170457,17,055-650-4553,구을비도,53097
46,제주특별자치도 제주시 조천읍 조함해안로 321-21,,39,,A03,A0303,A03030300,2751848,28,20210930184136,http://tong.visitkorea.or.kr/cms/resource/43/2751943_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2751943_image2_1.jpg,Type3,126.6524885311,33.5515627877,6,20230109151032,4,,국제리더스클럽,63332
47,인천광역시 강화군 강화읍 국화길 51,,2,,A03,A0303,A03030500,1615657,28,20120426193109,http://tong.visitkorea.or.kr/cms/resource/61/1575661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1575661_image3_1.jpg,Type3,126.4680820355,37.7473741130,6,20230710152921,1,010-3448-6783,국화지낚시터,23028
