,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
0,충청남도 공주시 감영길 3,(반죽동),34,,A04,A0401,A04010600,2750144,38,20210928012320,,,,127.1216721795,36.4529297875,6,20231206145555,1,,가가상점,32546
1,충청북도 청주시 흥덕구 가경로149번길 24-2,,33,,A04,A0401,A04010200,1433504,38,20111111014944,,,,127.4358669978,36.6278652990,6,20230407105028,10,,가경 터미널시장,28393
2,"부산광역시 부산진구 가야대로 779,1층(부전동)",,6,,A04,A0401,A04011000,2930927,38,20221030154457,http://tong.visitkorea.or.kr/cms/resource/49/2885349_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2885349_image3_1.jpg,Type3,129.0568335973,35.1579947826,6,20240323140944,7,,가까운약국 서면,47257
3,서울특별시 강남구 도산대로 113(신사동),,1,,A04,A0401,A04011000,2899721,38,20221101124622,http://tong.visitkorea.or.kr/cms/resource/58/2887858_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2887858_image3_1.jpg,Type3,127.0208657845,37.5170635319,6,20240324152120,1,,가나안약국,06035
4,서울특별시 중구 남대문로 81,,1,,A04,A0401,A04011000,2928947,38,20221030221119,http://tong.visitkorea.or.kr/cms/resource/11/2889211_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2889211_image3_1.jpg,Type3,126.9817485525,37.5647822864,6,20240323134830,24,,가네시 롯데본점,04533
5,경기도 이천시 호법면 프리미엄아울렛로 177-74,,31,,A04,A0401,A04011000,2900895,38,20221031154619,http://tong.visitkorea.or.kr/cms/resource/86/2882286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2882286_image3_1.jpg,Type3,127.4000447120,37.2422772151,6,20240423193636,26,,가넷,17384
6,서울특별시 송파구 충민로 66,,1,,A04,A0401,A04010600,732484,38,20090511234754,http://tong.visitkorea.or.kr/cms/resource/78/1920578_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1920578_image3_1.jpg,Type3,127.1229354097,37.4770061292,6,20230719151847,18,,가든파이브라이프(Garden5life),05838
7,서울특별시 송파구 양재대로 932,(가락동),1,,A04,A0401,A04010200,132215,38,20031117090000,http://tong.visitkorea.or.kr/cms/resource/84/1920584_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1920584_image3_1.jpg,Type3,127.1109831778,37.4960925880,6,20231207114841,18,02-3435-1000,가락농수산물종합도매시장,05699
8,서울특별시 송파구 양재대로 932,(가락동),1,,A04,A0401,A04010600,2757647,38,20211015194549,,,,127.1110192841,37.4961564700,6,20230201155312,18,,가락몰,05699
9,서울특별시 송파구 양재대로 932,(가락동),1,,A04,A0401,A04010200,2757640,38,20211015194212,,,,127.1110192841,37.4961564700,6,20231215135055,18,,가락수산시장,05699
10,경기도 양주시 광적면 가납리 738-29,,31,,A04,A0401,A04010200,2748296,38,20210924015015,http://tong.visitkorea.or.kr/cms/resource/71/2748271_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2748271_image2_1.jpg,Type3,126.9841492836,37.8238327341,6,20230428101353,18,,가래비시장(가납시장),
11,서울특별시 구로구 우마3길 19,(가리봉동),1,,A04,A0401,A04010200,2758198,38,20211018232131,,,,126.8893759759,37.4817874979,6,20230410104722,7,,가리봉시장,08387
12,서울특별시 강남구 테헤란로105 13층,,1,,A04,A0401,A04011000,2918688,38,20221030153321,http://tong.visitkorea.or.kr/cms/resource/44/2879844_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2879844_image3_1.jpg,Type3,127.0285433827,37.4987019129,6,20240423231653,1,,가미성형외과,06134
13,서울특별시 송파구 충민로66 2층,,1,,A04,A0401,A04011000,2924584,38,20221031094544,,,,127.1249768726,37.4776672007,6,20240424112712,18,,가버 현대가든파이브,05838
14,서울특별시 중구 장충단로13길 20,지하1층,1,,A04,A0401,A04011000,2905752,38,20221031175712,http://tong.visitkorea.or.kr/cms/resource/04/2889704_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2889704_image3_1.jpg,Type3,127.0076821872,37.5687878415,6,20240323175446,24,,가버 현대동대문,04563
15,경상북도 문경시 가은읍 대야로 2475,,35,,A04,A0401,A04010200,2756644,38,20211013233233,,,,128.0619048644,36.6468411490,6,20230802192348,7,,가은아자개장터,36996
16,경상남도 창원시 성산구 대정로35번길 4-1,(가음동),36,,A04,A0401,A04010200,2783811,38,20211130231944,http://tong.visitkorea.or.kr/cms/resource/11/2799911_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/11/2799911_image2_1.JPG,Type3,128.6981523904,35.2078909442,6,20230321144833,16,,가음정시장,51492
17,경기도 김포시 고촌읍 아라육로152번길100,,31,,A04,A0401,A04011000,2927087,38,20221031144219,,,,126.7852461144,37.5972888829,6,20240423155215,8,,가이거,10135
18,인천광역시 서구 장고개로337번길 18-19,(가좌동),2,,A04,A0401,A04010200,2768173,38,20211104200341,http://tong.visitkorea.or.kr/cms/resource/54/2781354_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2781354_image2_1.jpg,Type3,126.6834110718,37.4941962868,6,20230321094513,7,,가좌시장,22810
19,서울특별시 중구 을지로 30,,1,,A04,A0401,A04011000,2909061,38,20221030222135,http://tong.visitkorea.or.kr/cms/resource/38/2889838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2889838_image3_1.jpg,Type3,126.9810458210,37.5654016461,6,20240323091248,24,,가치 롯데 본점,04533
20,경기도 가평군 가평읍 장터2길 10,,31,,A04,A0401,A04010200,132785,38,20070508090000,,,,127.5149062186,37.8298417247,6,20231024104641,1,가평군청 031-580-2114,가평 잣고을 전통시장,12419
21,경기도 가평군 조종면 현창로44번길 14,,31,,A04,A0401,A04010100,132786,38,20070508090000,http://tong.visitkorea.or.kr/cms/resource/62/1787162_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1787162_image3_1.jpg,Type3,127.3489299800,37.8196343032,6,20231023151553,1,031-585-1014,"가평 현리5일장 (4, 9일)",12437
22,경기도 가평군 가평읍 장터2길 10,,31,,A04,A0401,A04010100,131982,38,20020417090000,http://tong.visitkorea.or.kr/cms/resource/13/2364413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2364413_image3_1.jpg,Type3,127.5148701128,37.8297750647,6,20230610053943,1,,"가평5일장 (5, 10일)",12419
23,서울특별시 마포구 월드컵로23길 20 망원빌,4층,1,,A04,A0401,A04010600,2989027,38,20230522181559,http://tong.visitkorea.or.kr/cms/resource/16/2989016_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2989016_image3_1.jpg,Type3,126.9077277407,37.5570179737,6,20230719152427,13,,간격 드로잉스페이스,04011
