,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
0,,,32,,C01,C0113,C01130001,1871375,25,20131216235123,,,,128.7746822584,37.1438475098,7,20230809102625,14,,가족들을 위한 알짜배기 태백여행,
1,,,32,,C01,C0113,C01130001,1852909,25,20131023013928,http://tong.visitkorea.or.kr/cms/resource/13/1185713_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1185713_image3_1.jpg,Type3,0,0,,20230808104331,1,,강릉 천년의 역사를 만나는 문화유산답사,
2,,,32,,C01,C0113,C01130001,1968948,25,20141129013229,http://tong.visitkorea.or.kr/cms/resource/70/1955370_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/1955370_image3_1.jpg,Type3,129.0466485278,37.1802985577,5,20230809091648,4,,강원도 태백시 힐링여행 코스,
3,,,2,,C01,C0113,C01130001,1977229,25,20141218015345,http://tong.visitkorea.or.kr/cms/resource/61/1890661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1890661_image3_1.jpg,Type3,126.2617026050,37.7886351199,4,20230810112210,1,,강화도의 애환이 서린 교동도를 밟다,
4,,,35,,C01,C0113,C01130001,1871068,25,20131213234600,,,,128.1056625959,36.4311443978,7,20220516153330,9,,경상도의 중심지였던 상주를 만나다,
5,,,34,,C01,C0113,C01130001,1889476,25,20140127184854,http://tong.visitkorea.or.kr/cms/resource/37/1278637_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1278637_image3_1.jpg,Type3,127.2294154557,36.2407393076,6,20230808155823,3,,"계백장군에서 왕건까지, 백제부터 고려의 시간을 만나다",
6,,,31,,C01,C0113,C01130001,1869407,25,20131211004641,http://tong.visitkorea.or.kr/cms/resource/03/1859003_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1859003_image3_1.jpg,Type3,127.0631977730,38.0103901780,6,20230810162131,21,,고구려의 옛 흔적을 만나다,
7,,,38,,C01,C0113,C01130001,1854612,25,20131031011124,http://tong.visitkorea.or.kr/cms/resource/96/1609396_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/1609396_image3_1.jpg,Type3,126.7113842427,35.0334536546,,20230810095531,6,,고려와 조선을 잇는 나주 역사 기행,
8,,,38,,C01,C0113,C01130001,1886060,25,20140117012019,http://tong.visitkorea.or.kr/cms/resource/17/1609417_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1609417_image3_1.jpg,Type3,126.3024094318,34.5660078841,7,20230808115135,21,,고려와 조선의 역사 현장을 가다,
9,,,38,,C01,C0113,C01130001,1885610,25,20140116002113,http://tong.visitkorea.or.kr/cms/resource/56/214556_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/214556_image3_1.jpg,Type3,126.5794169459,34.1581136144,6,20230811141607,18,,고산 윤선도의 이상향을 만나다,
10,,,1,,C01,C0113,C01130001,1920563,25,20140523015858,http://tong.visitkorea.or.kr/cms/resource/82/893882_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/893882_image3_1.jpg,Type3,126.9886864194,37.5785335900,7,20230809151300,23,,고풍스러움이 흐르는 북촌,
11,,,38,,C01,C0113,C01130001,1966522,25,20141120013245,,,,127.3348124121,34.4853368106,4,20230810161650,2,,고흥의 문화유적 코스 2,
12,,,35,,C01,C0113,C01130001,1875578,25,20131224010441,http://tong.visitkorea.or.kr/cms/resource/01/721501_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/721501_image3_1.jpg,Type3,128.6968892377,36.2852469705,5,20230808143343,19,,공룡발자국에서 전통마을까지 의성에서 즐기는 역사여행,
