,name,rate,review
0,가원미술관,,테이블이 넓고 맛도 좋고 분위기도 좋아요
1,가원미술관,,굿
2,가원미술관,,좋아여
3,가원미술관,,굿
4,가원미술관,,좋아요
5,가원미술관,,ㅈㅇㅇ
6,가원미술관,,좋아요
7,가원미술관,,분위기가 좋은 커피숍입니다.
8,가원미술관,,가을에 오기 좋은 곳입니다.
9,가원미술관,,사장님은 친절하셨는데.. 갤러리카페라고 하기엔 볼게 넘 없고 무엇보다 커피나 음료가 가격대비 너무 별로였어요;; 아아+딸기주스=12500원 나왔는데 이 가격으로 먹을 맛은 아닌것 같아요 둘다ㅜㅜ
10,가일미술관,,"피자,옥수수빵이 넘 
맛있어요"
11,가일미술관,,굿
12,가일미술관,,멋져요~♡
13,가일미술관,,굿
14,가일미술관,,
15,가일미술관,,"좋아요. 
분위가 낭만적이예요."
16,가일미술관,,굿
17,가일미술관,,좋아요
18,가일미술관,,여유와 낭만이 있는 멋진곳..빵이 맛있어 들르는 곳. 미술관도 같이 운영해요.. 아.그리고 빵은 예약하고 가야 됩니다..  나오는 시간이 있고 금방 매진됩니다. 아래 사진은 미술관 앞 조형물.
19,가회민화박물관,,"어렵지 않을까 걱정했는데 중간중간 설명 잘 해주셨어요. 집중해서 했더니 한시간이 후딱 지나갔네요^^
너무 즐거운 시간이었어요^^"
20,가회민화박물관,,"한시간 반이 순식간에 지나간답니다! 가회민화박물관 채색 체험하러 주말 아침 방문했어요. 지하로 내려가면 전시장이 있고, 한켠의 탁자에서 채색 체험을 할 수 있어요.

선생님께서 처음에 어떻게 시작할지와 바림기법에 대해 설명해주시는데, 어렵지 않아서 조금 하다보면 혼자 스윽스윽 할 수 있답니다. 나무판에 하는 거라 흡수도 빠르고, 조금 실수해도 잘해보이는 효과가 있었어요ㅋ집중해서 색칠하다보니 시간이 진짜 금방 흘렀습니다. 1시간 반만에 완성!

초등학생과 같이 온 가족도 있었는데, 난이도가 높지 않아서 누구든 좋은 체험이 될 것 같아요. 재미있는 시간이었습니다!"
21,가회민화박물관,,"선생님 너무 친절하시고, 꼼꼼히 지도 해주셔서 감사했습니다^^ 
민화 갤러리도 아이와 함께 이야기 나누며 볼 수 있고 너무 유익했습니다👍🏼"
22,가회민화박물관,,좋아요 ~
23,가회민화박물관,,"아이와 즐거운 시간을 가졌어요 북촌내에 있어서 끝나고 여기저기 구경다니고 맛집가기도 좋았습니다

다음에도 또 그리고 싶네요 감사합니다 ~~"
24,가회민화박물관,,"미국에서온사촌동생데리고다녀왔습니다
아이가한국어로온전히의소소통이안되는데천천히도와주시면서
완성할수있도록해주셔서감사합니다
미국갈때가져간다고벌써자기짐에넣어놓고난리났어요ㅎㅎ
"
25,가회민화박물관,,채험이 좋아요!
26,가회민화박물관,,민화가 아주 좋네요!
27,가회민화박물관,,체험이 저렴해요!
28,가회민화박물관,,"요즘 민화에 빠진 7세 아들과 체험했는데 너무 좋아하네요 ^^
선생님 께서도 친절히 설명해주시니  아이가 더 집중도 잘하고 칭찬도 많이 해주셔서 그런지 작품 완성하고 나서  뿌듯해 했어요~
소중한 추억 만들어 주셔서 감사합니다 ♡"
29,강릉시립미술관,,친절해요
30,강릉시립미술관,,
31,강릉시립미술관,,가성ㅂ
32,강릉시립미술관,,
33,강릉시립미술관,,좋아요
34,강릉시립미술관,,아이와 강릉 왔다면 한 번쯤 가볼만 합니다. 
35,강릉시립미술관,,볼만해요
36,강릉시립미술관,,좋아요
37,강릉시립미술관,,굿굿
38,강릉시립미술관,,좋아요 
39,강릉자동차극장,,"파묘보러갔는데 너무 좋았어요~
오랜만의 자동차극장이였는데 기분 좋았네요~"
40,강릉자동차극장,,"마지막 타임으로 가니까 한적하구
너무 좋았어요
"
41,강릉자동차극장,,처음왔는데 좋네요
42,강릉자동차극장,,요즘 영화관람료가 너무 비싸서..자동차극장으로 갔습니다. 내차에서 편하게~~차한대당 인원수 상관없이 2만원이면 되니까~~과자도 맘껏 부스럭거리고 떠들며 볼 수 있는 장점의 자동차극장입니다. 즐관람해보세요~
43,강릉자동차극장,,생각보단 작은데! 사람없을땐 좋아요~
44,강릉자동차극장,,아이랑 함께하기 편하고 좋아요
45,강릉자동차극장,,밀수 보구왔어요
46,강릉자동차극장,,영화보기 편하고 좋아요!
47,강릉자동차극장,,친절하세요 공기도 좋고 좋아요
48,강릉자동차극장,,굿
49,강변저류지 홍보관,,커피기 저렴해서 좋아요
50,강원종합박물관,,"지구 박물관이라고 해도 될 것 같아요ㅎㅎㅎ 화석과 특이한 돌들도 신기했지만 한국, 중국, 일본 등 아시아 유물과 동남아, 유럽, 남미의 물건들을 한 곳에서 볼 수 있는 곳은 참 신선하고 귀하네요ㅎㅎ 직원들도 친절합니다!
빠르게는 1시간 정도 관람하고, 느긋하게 설명도 다 읽으면 3시간도 볼거 같아요. 박물관 옆에 한식당도 있어서 관람 후 점심 먹고 이동하기 좋았어요!
기념품 가게 마저도 박물관 처럼 옷, 신발, 모자, 인형, 열쇠고리 등등 백화점식이라 재밌네요ㅎㅎ"
51,강원종합박물관,,"단체관광하면 어쩔수없이 가야하는 코스처럼 느껴졌네요~ 뭔가 많은데 너무 많은것 같은 느낌~
그나마 예약하고 가서 입장료 할인 받았네요"
52,강원종합박물관,,"양가 부모님하고 아이랑 다녀왔는데 부모님들이 너무 좋아하셨고
아이도 공룡뼈나 중간중간 전시되어있는 동물 보면서 신기해하고 유익했어요 지금은 어려서 후다닥 지나갔지만 조금 더 커서 다시 방문한다면 너무 좋을것같아요 아빠는 다리 거동이 불편해서 중간까지 구경하다 다리아프다고 쉬셨어요 어르신들은 푹신한 운동화랑 모자나 선글라스 있으면 더 좋을것같아요 만족합니다"
53,강원종합박물관,,"강원종합박물관은
인류의 역사를 한눈에 볼수 있도록
조성해놓았네요.
넖은 공간에 테마별로 잘 구성되어 있어
역사를 배울수 있겠습니다.

기회가 되면 또다시 가보고 싶네요."
54,강원종합박물관,,많은유익한 자료들 전시물 좋아요. 동굴에안가도 종유석도보고 좋습니다. 다만 아쉬운점 세계박물관을 표방하면서 너무 중국위주의 전시물품구성. 기모노 공예물품만있네요. 그옆에  한복도 함께 전시하면 좋았을거같아요. 한.중.일 옛의복비교  이런컨셉으로.
55,강원종합박물관,,"너무 좋았어요~ 볼거리도 가득하고 또 가볼만 한것 같아요~~ 너무 멋있게 잘 해논것 같아요
"
56,강원종합박물관,,"아이들과 함께 갔는데 너무 좋아 했어요
알차게 잘 보고 왔어요
공룡 체험을 특히 좋아 했어요ㅎㅎㅎ
"
