,name,rate,review
0,공주 경비행기,,"너무 친절하게 대해주셔서 감사합니다ㅜㅜ
잠깐이지만 진짜 스트레스 다 풀리네요
두번째 방문인데 또 올 것 같습니다👍"
1,공주 경비행기,,교관님들 친절하고 위험하지않게 지도해주셔서 경비행기 재밌게 타고 왔습니다~
2,공주 경비행기,,넘 재미있어요~
3,공주 경비행기,,좋아요 짱이예요 
4,공주 경비행기,,조아요
5,공주 경비행기,,좋아요
6,공주 경비행기,,굿
7,공주 경비행기,,"교관기장님들  아주 자상 친절!
새처럼 가볍게ㅎㅎ
공산성까지 체험비행 즐거워요^^"
8,공주 경비행기,,"하늘을 날며 자유를 펼치다ㅎ
육군항공 헬기 조종을 회상하며ㅋ"
9,군산 패러글라이딩 스쿨,,처음이라무서웠는데 타보니너무너무재미있어요 또갈꺼예요
10,군산 패러글라이딩 스쿨,,날아올라~~~~하나도 안무섭고 재밌었어요. 편안하게 하늘구경 했습니다
11,군산 패러글라이딩 스쿨,,사진도 잘 나오고 재밌었습니다! 오후 3시쯤 탔는데 산 아래 배경으로는 역광이었어요. 여름기준 약간 흐린 날 오전 9시에서 10시에 타면 가장 예쁘게 나올 것 같습니다. 사무실 옷장 건너편에 전신거울이랑 조명 하나만 있으면 포토존으로 더 좋았을 것 같아요. 겨울에 또 타러 갈게요.
12,군산 패러글라이딩 스쿨,,"부모님 모시고 가는거라 걱정반, 설렘반이였는데
강사님들이 너무 친절하시고, 베테랑이여서 정말 만족합니다 다음에는 스페셜코스 해보고싶네요 감사합니다ㅎㅎ"
13,군산 패러글라이딩 스쿨,,친절하시고 재밌었어용!
14,군산 패러글라이딩 스쿨,,"매우 친절하시고 좋아요! 경치 뷰가 대박입니다
힐링하기 최고의조건 매우 안전해요"
15,군산 패러글라이딩 스쿨,,친절하시고 즐거운 경험이었어요!!
16,군산 패러글라이딩 스쿨,,"하나두 안무섭고 너무너무 재밌어요
놀이기구 타는 것 같기도 하고, vr하는 느낌 !! 
강사분들도 다들 너무 친절하고 사진까지 예쁘게 찍어주셔서 왕만족입니다 👍🏻👍🏻👍🏻 주변에 추천할만큼 너무 좋았고, 다음에 또 타러가려구용 "
17,군산 패러글라이딩 스쿨,,버킷리스트 중 하나였는데 상상 이상으로 재밌었습니다! 진행해주시는 분들 모두 다 친절하셨어요! 패러글라이딩 경험해보고싶은 분들에게 추천입니다! 군산 패러글라이딩 스쿨 최고👍🏻👍🏻
18,군산 패러글라이딩 스쿨,,"사장님 친절하시고, 패러글라이딩 너무 재미있었어요"
19,단양 패러 명가,,"바로 예약하고 찾아갔는데 안내도 친절하시더라구요.
서비스업이라 그런가 했는데 모든분들이 친절함이 몸에 베어 있는듯 보였어요.
우선 감사드립니다.
뜻밖에 우연히 너무 값진 경험하고 왔어요.
오랫동안 여운이 가시질 않을것 같아요.
영상촬영을 하지 않으려고 했는데 그래도 추억이라도 남길까하고 촬영하길 너무 잘한거 같아요.
영상보면서 웃고 또 웃겻어요..너무 소리를 질러서 목이 쉬었지만 
너무 재미있었습니다"
20,단양 패러 명가,,친절해서 편하게 즐기다왔습니다
21,단양 패러 명가,,패러글라이딩할때 무겁고 힘든것도 있었는데 막상 하늘을 나니까 그런건 다 없어지고 눈에 보이는것들만 생각이 나네요 너무 멋있었어요 겁이 많아 무서웠는데 직원분이 도와주셔서 해낼수있었어요✌️✌️✌️
