,name,rate,review
0,가반나야영장,,"북적거리는 남해가 아닌, 조용한 동네에 위치한 캠핑장이라 기대이상으로 힐링하고 왔던 곳이네요🌸
시설들이 관리가 엄청 잘 되고 있었는데 사장님 부부께서 손님들 입장에서 생각하시고 배려하시고 있다는게 잘 느껴지는 대목이었답니다🫶 루프탑텐트가 사이트 내 주차가 가능한 지 예약전에 전화드렸었는데 앞에 위치한 주택으로부터 조금이나마 벗어난 곳으로 뷰 좋은 사이트까지 추천해주신 덕분에 남해바다를 온전하게 느낄 수 있었어요🩷 바로 뒤에는 산인데 샤워실이나 화장실에는 그 흔한 벌레 시체하나조차 구경하기 힘들정도로 깨끗해요!! 개수대도 관리가 잘되고있어 쾌적했답니다👍  매너타임이나 퇴실시간 관련 안내 카톡이 오는데, 카톡오기 전부터 이미 매너타임이 진짜 잘 지켜져서 너무 좋았어요🫶다시가고싶은 곳으로 저장이요💓🩷"
1,가반나야영장,,뷰가 정말 좋아요. 매너타임도 잘 지켜지고 좋아요. 
2,가반나야영장,,굿
3,가반나야영장,,굿
4,가반나야영장,,굿
5,가반나야영장,,굿
6,가반나야영장,,굿
7,가반나야영장,,굿
8,가반나야영장,,굿굿
9,가반나야영장,,굿
10,가산산성마을 캠핑장,,ㆍ
11,가평TOP랜드 번지점프,,태어나 처음 번지점프 하러 갔는데 너무 친절하게 설명해주셔서 번지 성공했어요 !! 가평가면 또 방문하고 싶네요!
12,가평TOP랜드 번지점프,,"직원분 엄청 불친절함
말도 기계적으로 하시고 표정도 일하기 싫은표정
다시 방문하고 싶지 않은곳
다른곳으로 가세요"
13,가평TOP랜드 번지점프,,"아무생각하지말고 뛰어야 함. 생각이 들어가는 순간 겁먹고 못 뛰게 됨. 
저는 두번 뛰었는데 첫번째보다 두번째때가 더 무서웠음."
14,가평TOP랜드 번지점프,,"인생살면서 한번은 해봐야겠다.
라는곳 직원분이 친절해요."
