,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
0,경상남도 산청군 시천면 지리산대로1478번길 31-10,,36,,A03,A0302,A03021700,2792802,28,20211213211713,http://tong.visitkorea.or.kr/cms/resource/33/2799833_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/33/2799833_image2_1.JPG,Type3,127.8177481174,35.2400382279,6,20230201110443,9,,가고파캠핑장,52238
1,강원특별자치도 삼척시 가곡면 탕곡리,506-5,32,,A03,A0302,A03021700,2994101,28,20230717152828,http://tong.visitkorea.or.kr/cms/resource/98/2994098_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2994098_image3_1.jpg,Type3,129.2080294287,37.1521493651,6,20230718151539,4,033-572-1800,가곡국민여가캠핑장,25954
2,경상남도 합천군 봉산면 인덕로 930,,36,,A03,A0302,A03021700,2740980,28,20210907223006,http://tong.visitkorea.or.kr/cms/resource/51/2741151_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2741151_image2_1.jpg,Type3,128.0576566795,35.5874588369,6,20231222134543,21,,가람관광농원,50210
3,경기도 포천시 창수면 포천로2811번길 178,,31,,A03,A0302,A03021700,2743845,28,20210913233017,http://tong.visitkorea.or.kr/cms/resource/78/2743978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2743978_image2_1.jpg,Type3,127.1549676193,37.9941326372,6,20230119175233,29,,가래골 농원캠핑장2,11134
4,경기도 포천시 창수면 포천로2811번길 178,경기도 포천시 창수면 추동리 821번지,31,,A03,A0302,A03021700,2726655,28,20210722181010,http://tong.visitkorea.or.kr/cms/resource/22/2726922_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2726922_image2_1.jpg,Type3,127.1576007349,37.9933272239,6,20230802203012,29,,가래골캠핑장,11134
5,충청남도 서산시 팔봉면 범머리길 80,,34,,A03,A0302,A03021700,2792073,28,20211211012009,http://tong.visitkorea.or.kr/cms/resource/16/2793116_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2793116_image2_1.jpg,Type3,126.3294362043,36.8345609965,6,20231019140157,7,,가로림글램핑,31921
6,충청남도 예산군 덕산면 가루실길 307-8,,34,,A03,A0302,A03021700,2726649,28,20210722012608,http://tong.visitkorea.or.kr/cms/resource/95/2728195_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2728195_image2_1.jpg,Type3,126.6391519459,36.6514652237,6,20231205164340,11,,가루실캠핑장,32408
7,강원특별자치도 홍천군 두촌면 가리산길 260-9,,32,,A03,A0302,A03022700,789501,28,20090828024701,http://tong.visitkorea.or.kr/cms/resource/83/609383_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/609383_image3_1.jpg,Type3,127.9987281462,37.8544701092,6,20231117181956,16,,가리산(홍천) 등산로,25164
8,전라남도 영광군 홍농읍 계마길 120,,38,,A03,A0302,A03021700,2740982,28,20210907223124,http://tong.visitkorea.or.kr/cms/resource/66/2741166_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2741166_image2_1.jpg,Type3,126.4077688490,35.3966491642,6,20230807160523,16,,가마미야영장,57000
9,충청북도 제천시 의병대로61길 50,(자작동),33,,A03,A0302,A03021700,2727283,28,20210727002307,http://tong.visitkorea.or.kr/cms/resource/67/2728067_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/67/2728067_image2_1.JPG,Type3,128.2966424070,37.1215160188,6,20230821135042,7,,가마실캠핑장,27131
10,경상남도 남해군 서부로 892-9,,36,,A03,A0302,A03021700,2909215,28,20221115165102,http://tong.visitkorea.or.kr/cms/resource/81/2909181_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/2909181_image3_1.JPG,Type3,127.9837844531,34.8852282391,6,20230208134007,5,,가반나야영장,52451
11,경상북도 칠곡군 가산면 학하2길 86,,35,,A03,A0302,A03021700,2726650,28,20210722010941,http://tong.visitkorea.or.kr/cms/resource/06/2726906_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2726906_image2_1.jpg,Type3,128.4749449452,36.0899705981,6,20231030172014,22,,가산글램핑,39849
