,addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
0,,,31,,C01,C0116,C01160001,1960918,25,20141030024623,http://tong.visitkorea.or.kr/cms/resource/44/1091644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1091644_image3_1.jpg,Type3,127.5205087944,37.8193319398,4,20230809091023,1,,강변 따라 즐기는 오붓한 가족캠핑,
1,,,32,,C01,C0116,C01160001,1979622,25,20141225021714,http://tong.visitkorea.or.kr/cms/resource/22/1813522_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1813522_image3_1.jpg,Type3,128.5133247077,38.3428008983,6,20230810114358,2,,강원도 고성의 송지호 캠핑장,
2,,,36,,C01,C0116,C01160001,1978858,25,20141223193004,http://tong.visitkorea.or.kr/cms/resource/00/1830400_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/1830400_image3_1.jpg,Type3,128.6430909259,34.7770353955,4,20230809091310,1,,거제도를 돌아보는 거제도 학동캠핑장,
3,,,36,,C01,C0116,C01160001,1853970,25,20131029014957,http://tong.visitkorea.or.kr/cms/resource/63/1611163_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/1611163_image3_1.jpg,Type3,127.7608429311,35.7312178207,,20230809170735,2,,금빛 원숭이가 뛰놀던 산을 오르다,
4,,,36,,C01,C0116,C01160001,1855371,25,20131101235236,http://tong.visitkorea.or.kr/cms/resource/21/1611221_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1611221_image3_1.jpg,Type3,128.1529746177,34.9085286111,,20230809144836,3,,남해바다 바라보며 즐기는 캠핑여행,
5,,,31,,C01,C0116,C01160001,1921492,25,20140528005246,http://tong.visitkorea.or.kr/cms/resource/90/188990_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/188990_image3_1.jpg,Type3,126.9947186622,37.6952590116,6,20230811104141,18,,놀거리 볼거리 많은 장흥에서의 캠핑,
6,,,31,,C01,C0116,C01160001,1873261,25,20131218225344,http://tong.visitkorea.or.kr/cms/resource/78/1358778_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1358778_image3_1.jpg,Type3,127.2912626688,37.8316512926,1,20230810092148,1,,농촌체험마을과 캠핑을 동시에 즐기다!,
7,,,38,,C01,C0116,C01160001,1885239,25,20140115015545,http://tong.visitkorea.or.kr/cms/resource/54/741954_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/741954_image3_1.jpg,Type3,126.9852360746,35.3241726495,,20230809093215,7,,대나무 숲에서 즐기는 캠핑여행,
8,,,37,,C01,C0116,C01160001,2037271,25,202401181743,http://tong.visitkorea.or.kr/cms/resource/64/1606564_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1606564_image3_1.jpg,Type3,127.7751204501,35.9007210596,6,20240118174312,5,,덕유산 너른 풍에서 하룻밤,
9,,,38,,C01,C0116,C01160001,1886072,25,20140117014839,http://tong.visitkorea.or.kr/cms/resource/92/219392_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/219392_image3_1.jpg,Type3,126.6229537784,34.5514536407,7,20230811133905,23,,땅끝에서 즐기는 캠핑여행,
10,,,36,,C01,C0116,C01160001,2393102,25,20160714222219,http://tong.visitkorea.or.kr/cms/resource/06/1830406_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1830406_image3_1.jpg,Type3,128.6430659269,34.7770798345,6,20230809105922,1,,레포츠를 통해 스트레스를 날릴 수 있는 캠핑 [웰촌],
11,,,2,,C01,C0116,C01160001,1886033,25,20140117003931,http://tong.visitkorea.or.kr/cms/resource/36/1577236_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1577236_image2_1.jpg,Type3,126.4347557746,37.7029259337,6,20230810165039,1,,마니산에서 즐기는 캠핑여행,
12,,,33,,C01,C0116,C01160001,2392993,25,20160714180936,http://tong.visitkorea.or.kr/cms/resource/37/1598337_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1598337_image3_1.jpg,Type3,128.0151828826,36.7855743872,6,20230809092811,1,,맑은 물이 있는 둔율올갱이마을 캠핑 [웰촌],
13,,,35,,C01,C0116,C01160001,1944425,25,20140827014423,http://tong.visitkorea.or.kr/cms/resource/26/609126_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/609126_image3_1.jpg,Type3,129.0983385590,36.8033843977,7,20230810101553,13,,밝고 청정한 영양의 산천을 찾아서,
14,,,35,,C01,C0116,C01160001,1871105,25,20131214003857,http://tong.visitkorea.or.kr/cms/resource/23/2654223_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2654223_image3_1.jpg,Type3,128.5657716439,36.9129117127,5,20230808165928,14,,백두대간 마구령과 고치령에서 즐기는 캠핑여행,
15,,,38,,C01,C0116,C01160001,1885216,25,20140115012049,http://tong.visitkorea.or.kr/cms/resource/07/2591007_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2591007_image2_1.jpg,Type3,127.7175444676,35.0779352741,6,20230811133639,4,,백운산 숲에서 즐기는 치유의 캠핑여행,
